SANTIAGO, -, CHL,,,,,
month,day,hour,Ta,G_Gh,G_Bn,G_Dh,FF
10,7,20,18.8,0,0,0,2.6
10,7,21,18,0,0,0,3.1
10,7,22,16,0,0,0,3.1
10,7,23,14.6,0,0,0,2.6
10,7,24,15,0,0,0,1
10,8,1,11,0,0,0,0.5
10,8,2,10.8,0,0,0,0.5
10,8,3,9,0,0,0,1
10,8,4,8,0,0,0,1.5
10,8,5,7.3,0,0,0,0
10,8,6,8,0,0,0,0
10,8,7,7,16,0,16,0
10,8,8,12.5,166,185,116,0
10,8,9,16,386,477,163,0.5
10,8,10,19,576,593,196,2.6
10,8,11,20.1,686,484,312,3.6
10,8,12,21,751,438,377,4.1
10,8,13,23,746,367,421,5.7
10,8,14,23.1,679,288,433,4.1
10,8,15,24,597,298,367,4.6
10,8,16,24,466,286,282,5.1
10,8,17,23,302,178,218,4.6
10,8,18,21,128,66,110,4.6
10,8,19,19,13,0,13,2.6
10,8,20,17.6,0,0,0,3.1
10,8,21,16,0,0,0,2.6
10,8,22,15,0,0,0,3.1
10,8,23,13.9,0,0,0,2.6
10,8,24,13,0,0,0,1
10,9,1,12.2,0,0,0,2.1
10,9,2,11.4,0,0,0,2.6
10,9,3,11,0,0,0,2.6
10,9,4,11,0,0,0,2.6
10,9,5,7.9,0,0,0,0.5
10,9,6,6,0,0,0,0.5
10,9,7,7,8,0,8,1.5
10,9,8,9.5,51,0,51,0.5
10,9,9,14,160,3,159,1
10,9,10,17,301,26,285,0.5
10,9,11,19.6,448,105,367,1.5
10,9,12,22,512,72,451,2.6
10,9,13,25,534,72,470,3.6
10,9,14,25.4,512,71,451,5.1
10,9,15,26,450,70,396,6.7
10,9,16,26,353,94,292,4.6
10,9,17,25.6,230,25,218,4.6
10,9,18,24,98,3,97,5.1
10,9,19,21,10,0,10,3.1
10,9,20,19.8,0,0,0,2.6
10,9,21,17,0,0,0,4.6
10,9,22,14,0,0,0,4.6
10,9,23,12.5,0,0,0,4.6
10,9,24,12,0,0,0,5.7
10,10,1,12.5,0,0,0,4.6
10,10,2,10.9,0,0,0,3.1
10,10,3,12,0,0,0,3.6
10,10,4,12,0,0,0,3.6
10,10,5,11.6,0,0,0,3.1
10,10,6,12,0,0,0,1.5
10,10,7,12,5,0,5,1.5
10,10,8,11.5,53,0,53,1.5
10,10,9,12,122,0,122,1
10,10,10,12,187,1,186,1.5
10,10,11,13.2,239,1,238,1.5
10,10,12,14.1,631,350,329,1.5
10,10,13,15,846,562,345,3.1
10,10,14,17.2,885,756,233,3.1
10,10,15,18,757,699,213,2.6
10,10,16,19,562,520,226,5.7
10,10,17,17.6,333,272,204,6.2
10,10,18,15,123,57,107,6.7
10,10,19,15,9,0,9,4.1
10,10,20,13.9,0,0,0,4.6
10,10,21,13,0,0,0,3.1
10,10,22,12,0,0,0,3.6
10,10,23,11,0,0,0,2.1
10,10,24,11.5,0,0,0,1.5
10,11,1,12,0,0,0,0
10,11,2,11.6,0,0,0,1.5
10,11,3,12,0,0,0,3.1
10,11,4,11,0,0,0,0.5
10,11,5,11,0,0,0,1.5
10,11,6,10,0,0,0,2.1
10,11,7,10,10,0,10,1.5
10,11,8,10.5,102,15,98,1.5
10,11,9,12.2,233,13,227,1
10,11,10,14,357,77,306,3.1
10,11,11,14.8,453,68,400,3.6
10,11,12,15,857,600,338,4.6
10,11,13,16,538,123,428,3.6
10,11,14,17.4,517,71,455,2.6
10,11,15,17,455,70,400,3.1
10,11,16,17,356,94,295,5.1
10,11,17,17.1,232,24,221,4.1
10,11,18,17,101,4,100,4.6
10,11,19,15,17,0,17,4.6
10,11,20,13.4,0,0,0,4.6
10,11,21,12,0,0,0,3.6
10,11,22,11,0,0,0,2.6
10,11,23,11.2,0,0,0,2.1
10,11,24,10,0,0,0,1
10,12,1,9,0,0,0,1
10,12,2,8.8,0,0,0,2.1
10,12,3,9,0,0,0,1
10,12,4,9,0,0,0,1.5
10,12,5,8.7,0,0,0,1
10,12,6,9,0,0,0,2.6
10,12,7,9,19,0,19,3.1
10,12,8,10.6,181,196,126,1
10,12,9,13,412,529,156,1.5
10,12,10,15,633,708,169,2.1
10,12,11,15.8,807,831,153,1
10,12,12,18,920,869,165,1.5
10,12,13,19,955,896,152,1.5
10,12,14,20.2,918,893,143,2.1
10,12,15,21,806,862,130,3.1
10,12,16,21,634,760,138,4.1
10,12,17,21,414,574,138,3.6
10,12,18,19,180,278,102,5.7
10,12,19,16,19,0,19,4.6
10,12,20,15.1,0,0,0,3.6
10,12,21,14,0,0,0,2.1
10,12,22,13,0,0,0,3.6
10,12,23,12.5,0,0,0,0
10,12,24,10,0,0,0,0
10,13,1,10,0,0,0,1
10,13,2,8.8,0,0,0,1.5
10,13,3,8,0,0,0,1.5
10,13,4,8,0,0,0,0.5
10,13,5,8,0,0,0,1.5
10,13,6,7,0,0,0,0
10,13,7,6,21,0,21,0.5
10,13,8,10.7,188,210,128,2.1
10,13,9,15,420,545,154,0
10,13,10,17,637,705,172,1.5
10,13,11,19.6,806,816,161,1
10,13,12,21.8,915,870,157,2.6
10,13,13,24,954,882,160,3.1
10,13,14,25.4,919,885,149,4.1
10,13,15,27,793,722,224,3.6
10,13,16,26,573,505,243,5.1
10,13,17,23.6,312,190,220,5.7
10,13,18,22,128,49,114,5.1
10,13,19,21,12,0,12,4.6
10,13,20,19,0,0,0,2.6
10,13,21,18,0,0,0,3.1
10,13,22,16,0,0,0,3.1
10,13,23,15,0,0,0,2.1
10,13,24,14,0,0,0,0.5
10,14,1,13,0,0,0,1
10,14,2,11.4,0,0,0,1
10,14,3,10,0,0,0,0
10,14,4,9,0,0,0,0.5
10,14,5,9,0,0,0,1
10,14,6,8,0,0,0,0
10,14,7,8,12,0,12,0.5
10,14,8,12.8,109,32,100,1
10,14,9,16,241,32,225,1.5
10,14,10,18,639,545,278,2.1
10,14,11,20,809,839,143,2.6
10,14,12,22,919,894,137,4.1
10,14,13,23,955,902,141,6.2
10,14,14,23.5,917,897,134,6.2
10,14,15,23,808,871,120,6.7
10,14,16,22,637,772,130,6.7
10,14,17,21,418,605,124,5.7
10,14,18,20,185,270,108,4.1
10,14,19,18,20,0,20,3.6
10,14,20,15.9,0,0,0,3.6
10,14,21,14,0,0,0,3.6
10,14,22,12,0,0,0,3.1
10,14,23,10.8,0,0,0,2.6
10,14,24,11,0,0,0,3.6
10,15,1,10,0,0,0,4.1
10,15,2,9.8,0,0,0,2.1
10,15,3,10,0,0,0,1
10,15,4,8,0,0,0,0.5
10,15,5,9.6,0,0,0,2.1
10,15,6,10,0,0,0,2.1
10,15,7,11,7,0,7,1.5
10,15,8,10.6,59,0,59,0
10,15,9,11,130,0,130,0
10,15,10,12,195,1,194,1.5
10,15,11,12.4,246,1,245,2.6
10,15,12,13,278,2,276,3.6
10,15,13,14,289,2,287,2.6
10,15,14,14.6,277,2,276,4.1
10,15,15,16,244,1,243,4.1
10,15,16,17,193,1,192,2.6
10,15,17,16.5,127,0,127,2.1
10,15,18,15,57,0,57,4.1
10,15,19,14,6,0,6,3.6
10,15,20,13,0,0,0,3.1
10,15,21,13,0,0,0,4.1
10,15,22,12,0,0,0,3.6
10,15,23,12.1,0,0,0,2.1
10,15,24,12,0,0,0,1.5
10,16,1,11,0,0,0,2.6
10,16,2,11,0,0,0,4.1
10,16,3,11,0,0,0,1.5
10,16,4,11,0,0,0,1.5
10,16,5,10.5,0,0,0,2.6
10,16,6,10,0,0,0,2.6
10,16,7,10,7,0,7,3.1
10,16,8,10.2,61,0,61,3.1
10,16,9,11,153,0,153,2.1
10,16,10,11,262,7,257,2.1
10,16,11,12,367,15,356,2.1
10,16,12,12,454,21,436,2.6
10,16,13,12,511,4,507,3.1
10,16,14,14.3,526,89,448,3.1
10,16,15,15,465,70,409,3.1
10,16,16,16,367,96,304,3.1
10,16,17,15.2,242,25,229,2.6
10,16,18,15,57,0,57,4.1
10,16,19,14,6,0,6,4.1
10,16,20,12.9,0,0,0,3.6
10,16,21,12,0,0,0,4.6
10,16,22,12,0,0,0,4.6
10,16,23,11,0,0,0,1.5
10,16,24,11,0,0,0,2.1
10,17,1,11,0,0,0,1.5
10,17,2,9.9,0,0,0,1.5
10,17,3,10,0,0,0,2.1
10,17,4,9,0,0,0,3.1
10,17,5,8,0,0,0,1
10,17,6,7,0,0,0,0
10,17,7,8,27,0,27,0.5
10,17,8,10.9,203,238,130,1.5
10,17,9,12,434,542,162,2.6
10,17,10,13,649,690,185,2.6
10,17,11,14,816,795,178,3.1
10,17,12,15.1,901,777,215,4
10,17,13,16.2,902,695,269,4.8
10,17,14,17.3,817,501,376,5.7
10,17,15,18,765,651,246,4.6
10,17,16,18,627,707,157,3.1
10,17,17,17.7,424,582,137,4.1
10,17,18,17,194,299,107,4.1
10,17,19,15,22,0,22,4.6
10,17,20,13.2,0,0,0,5.1
10,17,21,12,0,0,0,3.6
10,17,22,12,0,0,0,3.6
10,17,23,11,0,0,0,1.5
10,17,24,9.5,0,0,0,1
10,18,1,8,0,0,0,0
10,18,2,6,0,0,0,1
10,18,3,6,0,0,0,0
10,18,4,4,0,0,0,1
10,18,5,3.1,0,0,0,1.5
10,18,6,3,0,0,0,1.5
10,18,7,4,29,0,29,1.5
10,18,8,8.2,211,261,131,0.5
10,18,9,13,448,586,151,0.5
10,18,10,14,666,734,170,1
10,18,11,16,838,849,154,1.5
10,18,12,17,943,892,152,3.1
10,18,13,19,978,939,121,4.6
10,18,14,18.7,934,880,157,6.2
10,18,15,19,821,847,144,5.1
10,18,16,18,645,737,153,6.2
10,18,17,17.6,425,551,152,7.2
10,18,18,15,195,292,109,7.2
10,18,19,13,22,0,22,6.7
10,18,20,11.6,0,0,0,7.7
10,18,21,10.8,0,0,0,5.9
10,18,22,10,0,0,0,4.1
10,18,23,9.8,0,0,0,3.6
10,18,24,8.4,0,0,0,2.8
10,19,1,7,0,0,0,2.1
10,19,2,7.1,0,0,0,0.5
10,19,3,6,0,0,0,1
10,19,4,5,0,0,0,0
10,19,5,3.4,0,0,0,1
10,19,6,3,0,0,0,0.5
10,19,7,2,31,0,31,1
10,19,8,7.3,211,247,134,1.5
10,19,9,11,446,563,159,1
10,19,10,13,667,723,175,0
10,19,11,14.4,840,843,158,2.1
10,19,12,15,943,882,159,3.1
10,19,13,17,973,913,137,6.2
10,19,14,16.9,926,845,177,6.2
10,19,15,18,823,845,146,4.1
10,19,16,18,653,753,148,5.7
10,19,17,16.8,435,587,143,6.2
10,19,18,16,199,303,109,6.7
10,19,19,14,24,0,24,5.7
10,19,20,12.3,0,0,0,6.2
10,19,21,11,0,0,0,3.6
10,19,22,10,0,0,0,1.5
10,19,23,9.8,0,0,0,1
10,19,24,8,0,0,0,1.5
10,20,1,7,0,0,0,1.5
10,20,2,6.1,0,0,0,1
10,20,3,5,0,0,0,1
10,20,4,4,0,0,0,0
10,20,5,5,0,0,0,0.5
10,20,6,4,0,0,0,0.5
10,20,7,6,24,0,24,1
10,20,8,7.3,124,10,121,1.5
10,20,9,10,223,26,210,2.1
10,20,10,13,270,7,265,0.5
10,20,11,13.5,254,3,252,0.5
10,20,12,16,380,11,370,1.5
10,20,13,18,483,33,452,2.1
10,20,14,19.5,540,95,456,3.1
10,20,15,20,479,74,419,4.1
10,20,16,20,377,99,311,3.6
10,20,17,19.9,251,27,237,4.6
10,20,18,19,153,69,132,5.7
10,20,19,17,22,0,22,5.7
10,20,20,16.2,0,0,0,5.1
10,20,21,15,0,0,0,3.6
10,20,22,15,0,0,0,4.1
10,20,23,14,0,0,0,3.6
10,20,24,13,0,0,0,5.1
10,21,1,11,0,0,0,3.1
10,21,2,10.3,0,0,0,3.1
10,21,3,7,0,0,0,0
10,21,4,7,0,0,0,1
10,21,5,4.3,0,0,0,0
10,21,6,5,0,0,0,0.5
10,21,7,6,36,0,36,0
10,21,8,10,224,275,136,0.5
10,21,9,14,463,571,167,0.5
10,21,10,16,682,748,169,1
10,21,11,17.9,853,858,154,1
10,21,12,20,959,894,159,2.6
10,21,13,22,997,941,131,4.6
10,21,14,23.1,956,901,154,5.7
10,21,15,24,843,876,137,5.1
10,21,16,24,667,736,171,6.2
10,21,17,23,443,509,187,6.7
10,21,18,21,204,259,126,6.2
10,21,19,19,26,0,26,5.1
10,21,20,18.2,0,0,0,4.6
10,21,21,16,0,0,0,2.1
10,21,22,16,0,0,0,5.7
10,21,23,14.8,0,0,0,5.7
10,21,24,13,0,0,0,3.6
10,22,1,12,0,0,0,0.5
10,22,2,7.6,0,0,0,0.5
10,22,3,6,0,0,0,1
10,22,4,6,0,0,0,1.5
10,22,5,5.7,0,0,0,1
10,22,6,5,0,0,0,1
10,22,7,6,38,5,37,0
10,22,8,9.7,228,279,138,0
10,22,9,13,467,573,169,0.5
10,22,10,17,682,736,175,1
10,22,11,19.1,841,837,157,2.1
10,22,12,21,926,790,217,3.1
10,22,13,23,922,705,271,4.1
10,22,14,23,844,411,478,4.6
10,22,15,22,717,372,416,6.7
10,22,16,21,536,345,302,7.2
10,22,17,20.2,337,205,233,5.1
10,22,18,20,197,271,114,6.7
10,22,19,19,26,0,26,4.1
10,22,20,17.4,0,0,0,5.1
10,22,21,16,0,0,0,3.6
10,22,22,15,0,0,0,2.6
10,22,23,12.8,0,0,0,2.6
10,22,24,12,0,0,0,2.1
10,23,1,11,0,0,0,3.1
10,23,2,9.4,0,0,0,1
10,23,3,9,0,0,0,2.1
10,23,4,7,0,0,0,0.5
10,23,5,7.8,0,0,0,1.5
10,23,6,5,0,0,0,1
10,23,7,6,40,11,39,0.5
10,23,8,10.6,231,279,139,0.5
10,23,9,14,468,566,172,1
10,23,10,15,689,745,173,1.5
10,23,11,18,857,851,159,2.1
10,23,12,20,966,903,153,3.6
10,23,13,21,1002,956,118,3.6
10,23,14,22.1,958,899,153,4.1
10,23,15,23,846,876,136,4.6
10,23,16,23,670,772,145,6.7
10,23,17,21.8,447,594,145,7.2
10,23,18,20,208,304,114,7.7
10,23,19,18,28,0,28,5.7
10,23,20,17,0,0,0,4.6
10,23,21,16,0,0,0,2.1
10,23,22,19,0,0,0,2.6
10,23,23,12.3,0,0,0,2.6
10,23,24,12,0,0,0,1.5
10,24,1,10,0,0,0,0.5
10,24,2,9.7,0,0,0,1
10,24,3,8,0,0,0,0.5
10,24,4,7,0,0,0,1
10,24,5,7,0,0,0,1
10,24,6,6,0,0,0,1
10,24,7,8,42,16,40,1.5
10,24,8,12,234,282,141,1
10,24,9,15,473,571,172,1
10,24,10,17,692,744,175,0
10,24,11,19,860,849,162,0
10,24,12,22,965,894,159,2.6
10,24,13,23,1006,957,118,2.1
10,24,14,24.8,968,907,154,4.1
10,24,15,25,851,873,141,2.6
10,24,16,26,664,706,183,5.1
10,24,17,25,428,476,185,5.7
10,24,18,24,209,251,130,5.1
10,24,19,21,30,0,30,4.6
10,24,20,19,0,0,0,3.1
10,24,21,17,0,0,0,2.6
10,24,22,16,0,0,0,2.6
10,24,23,12.6,0,0,0,1.5
10,24,24,12,0,0,0,2.1
10,25,1,11,0,0,0,1
10,25,2,9.5,0,0,0,0
10,25,3,9,0,0,0,1
10,25,4,8,0,0,0,0
10,25,5,6.4,0,0,0,2.1
10,25,6,7,0,0,0,1
10,25,7,9,43,10,41,0
10,25,8,13.6,225,237,146,0
10,25,9,17,465,554,171,0.5
10,25,10,20,689,724,184,2.1
10,25,11,22.3,864,849,163,2.6
10,25,12,21,956,882,157,4.1
10,25,13,24,995,918,141,6.7
10,25,14,24.7,948,853,180,6.7
10,25,15,26,846,858,146,2.6
10,25,16,23,673,766,150,8.7
10,25,17,22,454,603,145,7.7
10,25,18,21,216,323,114,7.7
10,25,19,19,32,0,32,5.7
10,25,20,15.9,0,0,0,3.6
10,25,21,15,0,0,0,3.6
10,25,22,13,0,0,0,3.1
10,25,23,12,0,0,0,3.1
10,25,24,11,0,0,0,2.1
10,26,1,11,0,0,0,1
10,26,2,10.3,0,0,0,1
10,26,3,8,0,0,0,0
10,26,4,6,0,0,0,1
10,26,5,6.2,0,0,0,1
10,26,6,5,0,0,0,1
10,26,7,7,47,19,44,0
10,26,8,12.5,242,290,144,0
10,26,9,16,481,576,174,1
10,26,10,19,700,747,176,2.1
10,26,11,20.6,869,855,161,2.6
10,26,12,22,977,947,118,3.1
10,26,13,25,1011,954,122,3.6
10,26,14,25.7,968,902,155,3.1
10,26,15,26,852,867,143,5.1
10,26,16,25,676,764,152,6.7
10,26,17,24.4,455,595,148,7.2
10,26,18,21.7,217,321,116,6.7
10,26,19,19,34,0,34,6.2
10,26,20,18.6,0,0,0,1.5
10,26,21,16,0,0,0,3.6
10,26,22,14,0,0,0,3.1
10,26,23,13.3,0,0,0,3.6
10,26,24,12,0,0,0,3.6
10,27,1,11,0,0,0,2.1
10,27,2,10.2,0,0,0,0.5
10,27,3,8,0,0,0,1
10,27,4,8,0,0,0,0
10,27,5,7.4,0,0,0,0
10,27,6,8,0,0,0,0.5
10,27,7,9,41,0,41,0
10,27,8,10.9,139,14,134,1.5
10,27,9,15,275,63,241,0.5
10,27,10,18,399,98,330,1
10,27,11,20.7,494,71,435,1.5
10,27,12,23,554,127,438,3.6
10,27,13,23,572,128,453,5.1
10,27,14,23.1,550,72,485,4.1
10,27,15,23,597,246,395,4.6
10,27,16,24,543,336,312,5.7
10,27,17,22.3,400,334,227,5.7
10,27,18,21,204,166,151,5.1
10,27,19,18,34,0,34,4.6
10,27,20,15.3,0,0,0,3.6
10,27,21,14,0,0,0,4.1
10,27,22,12,0,0,0,3.1
10,27,23,11.5,0,0,0,3.1
10,27,24,11,0,0,0,2.6
10,28,1,10,0,0,0,2.1
10,28,2,8.9,0,0,0,2.1
10,28,3,8,0,0,0,0
10,28,4,7,0,0,0,0
10,28,5,6.3,0,0,0,1
10,28,6,5,0,0,0,0
10,28,7,5,50,23,47,0
10,28,8,9.6,234,250,148,0
10,28,9,15,466,521,185,0
10,28,10,17,683,670,209,1
10,28,11,20,854,790,196,1.5
10,28,12,23,878,503,420,2.6
10,28,13,24,707,272,452,4.6
10,28,14,24.8,292,16,277,4.6
10,28,15,24,258,2,257,5.1
10,28,16,23,206,1,205,4.1
10,28,17,22.3,139,0,139,4.1
10,28,18,21,67,0,67,4.1
10,28,19,20,11,0,11,2.1
10,28,20,18,0,0,0,2.1
10,28,21,15,0,0,0,3.6
10,28,22,14,0,0,0,4.1
10,28,23,12.4,0,0,0,4.1
10,28,24,12,0,0,0,1.5
10,29,1,12,0,0,0,0
10,29,2,10.3,0,0,0,1.5
10,29,3,10,0,0,0,2.6
10,29,4,10,0,0,0,3.1
10,29,5,9.4,0,0,0,3.6
10,29,6,10,0,0,0,3.1
10,29,7,10,16,0,16,2.1
10,29,8,10.4,75,0,75,1.5
10,29,9,11,196,8,191,2.1
10,29,10,12,345,18,332,3.6
10,29,11,13.9,496,107,407,3.6
10,29,12,15,556,126,441,5.1
10,29,13,16,574,126,456,5.1
10,29,14,18.1,551,126,437,5.7
10,29,15,18,419,6,414,6.7
10,29,16,16,274,8,269,7.2
10,29,17,16.1,139,0,139,6.2
10,29,18,14,68,0,68,6.2
10,29,19,14,12,0,12,4.6
10,29,20,13.5,0,0,0,3.1
10,29,21,13,0,0,0,2.1
10,29,22,13,0,0,0,3.1
10,29,23,12.6,0,0,0,3.1
10,29,24,12,0,0,0,2.6
10,30,1,11,0,0,0,3.1
10,30,2,10.8,0,0,0,2.6
10,30,3,10,0,0,0,3.1
10,30,4,15,0,0,0,3.1
10,30,5,10.2,0,0,0,4.1
10,30,6,10,0,0,0,3.1
10,30,7,10,17,0,17,2.6
10,30,8,10.4,76,0,76,3.1
10,30,9,11,148,0,148,2.6
10,30,10,11,213,1,213,2.1
10,30,11,11.7,264,2,262,2.1
10,30,12,13,393,16,378,0
10,30,13,14,496,19,478,0.5
10,30,14,15.5,554,9,545,1.5
10,30,15,16,422,21,405,2.1
10,30,16,16,276,8,271,0
10,30,17,16.3,141,0,141,0
10,30,18,17,112,0,112,1
10,30,19,17,26,0,26,2.1
10,30,20,15.4,0,0,0,2.1
10,30,21,14,0,0,0,1
10,30,22,13,0,0,0,0.5
10,30,23,12.4,0,0,0,0
10,30,24,12,0,0,0,1.5
10,31,1,8.9,0,0,0,1
10,31,2,11.1,0,0,0,0
10,31,3,10,0,0,0,1
10,31,4,10,0,0,0,1
10,31,5,8.9,0,0,0,1
10,31,6,9,1,0,1,1.5
10,31,7,10,57,32,52,1
10,31,8,13.3,256,309,147,1.5
10,31,9,15,494,571,182,1
10,31,10,18,713,739,186,2.1
10,31,11,18.5,881,845,172,2.1
10,31,12,21,981,916,140,2.1
10,31,13,22,1010,910,152,2.6
10,31,14,22.9,961,880,159,3.1
10,31,15,23,844,775,203,3.6
10,31,16,23,664,677,193,5.7
10,31,17,22.3,445,493,185,6.2
10,31,18,20,209,190,146,6.2
10,31,19,18.7,35,0,35,4.1
10,31,20,17.2,0,0,0,2.6
10,31,21,15.7,0,0,0,2.1
10,31,22,14.3,0,0,0,0.5
10,31,23,13,0,0,0,1.5
10,31,24,11.8,0,0,0,1.5
11,1,1,10.8,0,0,0,1
11,1,2,9.7,0,0,0,2.1
11,1,3,8.5,0,0,0,1.5
11,1,4,7.1,0,0,0,1.5
11,1,5,5.7,0,0,0,0
11,1,6,4.2,1,0,1,1.5
11,1,7,6,60,42,54,0.5
11,1,8,9.4,264,329,147,0
11,1,9,13,505,600,176,0
11,1,10,15.4,723,762,178,1
11,1,11,17.8,891,866,163,1
11,1,12,21,992,942,126,2.6
11,1,13,23,1028,953,128,3.1
11,1,14,24.2,986,944,123,5.1
11,1,15,25,875,886,140,4.1
11,1,16,24,700,790,148,3.1
11,1,17,23.6,476,611,152,5.7
11,1,18,21.7,238,355,119,5.2
11,1,19,19.7,45,22,42,4.6
11,1,20,17.8,0,0,0,4.1
11,1,21,16,0,0,0,1.5
11,1,22,14.3,0,0,0,2.1
11,1,23,12.6,0,0,0,1.5
11,1,24,11,0,0,0,2.1
11,2,1,11,0,0,0,1.5
11,2,2,10.5,0,0,0,0.5
11,2,3,7,0,0,0,0.5
11,2,4,7,0,0,0,0.5
11,2,5,7.4,0,0,0,1.5
11,2,6,7,1,0,1,0.5
11,2,7,8,60,36,55,0.5
11,2,8,11.6,256,291,152,2.6
11,2,9,14.3,485,543,185,2.3
11,2,10,17,688,677,203,2.1
11,2,11,18.4,839,715,236,3.1
11,2,12,19,893,555,382,5.7
11,2,13,20,859,412,469,4.6
11,2,14,20.3,739,270,492,5.7
11,2,15,20,609,218,428,6.2
11,2,16,20,445,120,361,6.2
11,2,17,19.2,271,52,244,5.7
11,2,18,17,180,81,153,7.2
11,2,19,14,40,0,40,6.7
11,2,20,13.1,0,0,0,3.6
11,2,21,12,0,0,0,2.6
11,2,22,10,0,0,0,2.1
11,2,23,9.9,0,0,0,1.5
11,2,24,9,0,0,0,1.5
11,3,1,10,0,0,0,1
11,3,2,9.2,0,0,0,1.5
11,3,3,8.1,0,0,0,0.7
11,3,4,7,0,0,0,0
11,3,5,8.3,0,0,0,0
11,3,6,8,1,0,1,0
11,3,7,8,64,46,57,0
11,3,8,10.8,269,329,150,0.5
11,3,9,13,509,594,180,1.5
11,3,10,15,725,752,184,2.6
11,3,11,16.2,892,853,171,1.5
11,3,12,18,983,901,152,2.1
11,3,13,20,948,599,380,3.6
11,3,14,21.7,744,377,398,3.6
11,3,15,21,614,209,439,4.6
11,3,16,20,448,114,368,4.1
11,3,17,19.2,274,53,246,3.1
11,3,18,19,138,13,133,1.5
11,3,19,18,27,0,27,2.6
11,3,20,16.1,0,0,0,2.1
11,3,21,15,0,0,0,2.6
11,3,22,14,0,0,0,2.1
11,3,23,12,0,0,0,3.6
11,3,24,11,0,0,0,2.5
11,4,1,10,0,0,0,1.5
11,4,2,10.1,0,0,0,1
11,4,3,8,0,0,0,0
11,4,4,7,0,0,0,0
11,4,5,6,0,0,0,0
11,4,6,6,2,0,2,1
11,4,7,6,66,51,58,0
11,4,8,10.8,271,331,151,1
11,4,9,15,511,593,181,1
11,4,10,18,728,754,184,1
11,4,11,20,897,860,168,1.5
11,4,12,23,999,937,132,3.1
11,4,13,24,1024,922,149,2.6
11,4,14,25.6,937,705,288,2.6
11,4,15,26,812,637,279,4.1
11,4,16,26,641,560,246,4.1
11,4,17,24.3,424,386,217,7.7
11,4,18,24.3,215,181,153,7.7
11,4,19,21,38,0,38,5.1
11,4,20,19.6,0,0,0,5.7
11,4,21,18.3,0,0,0,3.6
11,4,22,17,0,0,0,1.5
11,4,23,15.8,0,0,0,2.6
11,4,24,15,0,0,0,1
11,5,1,14,0,0,0,0.5
11,5,2,11.3,0,0,0,0.5
11,5,3,11,0,0,0,0.5
11,5,4,10,0,0,0,0.5
11,5,5,8.8,0,0,0,1
11,5,6,9.9,2,0,2,1
11,5,7,11,68,52,60,1
11,5,8,15,273,331,152,1
11,5,9,19,513,567,196,0.5
11,5,10,21,729,796,153,1.5
11,5,11,22.9,895,876,151,2.1
11,5,12,25,1001,937,133,2.6
11,5,13,27,1033,932,146,3.1
11,5,14,29,999,952,123,4.6
11,5,15,30,881,877,147,2.1
11,5,16,30,707,800,141,2.1
11,5,17,29.2,488,643,141,5.1
11,5,18,28,249,349,129,6.2
11,5,19,26,52,41,47,4.6
11,5,20,24,1,0,1,3.1
11,5,21,21.8,0,0,0,2.8
11,5,22,19.6,0,0,0,2.4
11,5,23,17.4,0,0,0,2.1
11,5,24,16.7,0,0,0,1.7
11,6,1,16.1,0,0,0,1.4
11,6,2,15.4,0,0,0,1
11,6,3,13.4,0,0,0,1.2
11,6,4,11.4,0,0,0,1.3
11,6,5,9.4,0,0,0,1.5
11,6,6,11.7,2,0,2,1.2
11,6,7,13.9,70,55,61,0.8
11,6,8,16.2,276,333,153,0.5
11,6,9,19.4,517,595,183,1.4
11,6,10,22.6,734,758,185,2.2
11,6,11,25.8,903,864,168,3.1
11,6,12,28,1007,946,129,2.6
11,6,13,30,1038,946,137,3.1
11,6,14,30.6,1000,947,126,4.1
11,6,15,30.8,888,885,145,4.1
11,6,16,31,714,793,152,4.1
11,6,17,30,493,626,154,7.2
11,6,18,28,253,355,129,6.2
11,6,19,26,54,46,48,6.2
11,6,20,23.8,1,0,1,3.1
11,6,21,22,0,0,0,1.5
11,6,22,20.1,0,0,0,1.8
11,6,23,18.3,0,0,0,2.1
11,6,24,17,0,0,0,2.6
11,7,1,16,0,0,0,1
11,7,2,14.6,0,0,0,1
11,7,3,13,0,0,0,0
11,7,4,11,0,0,0,1
11,7,5,11.6,0,0,0,1.5
11,7,6,11,2,0,2,0
11,7,7,12,71,58,62,1
11,7,8,16,278,332,155,0
11,7,9,20,518,570,197,1.5
11,7,10,23,733,795,155,2.6
11,7,11,24.9,900,878,152,4.6
11,7,12,26,1003,925,143,4.6
11,7,13,26,1036,929,150,5.7
11,7,14,27,998,937,133,4.6
11,7,15,26,887,899,130,6.2
11,7,16,25,713,802,142,6.7
11,7,17,24,493,641,144,7.2
11,7,18,22,254,347,132,5.7
11,7,19,20,56,36,51,4.1
11,7,20,18,1,0,1,3.1
11,7,21,16,0,0,0,4.1
11,7,22,14,0,0,0,3.6
11,7,23,13.5,0,0,0,2.1
11,7,24,13,0,0,0,2.6
11,8,1,12,0,0,0,1.5
11,8,2,11.4,0,0,0,2.1
11,8,3,11,0,0,0,2.1
11,8,4,11.1,0,0,0,1.8
11,8,5,11.3,0,0,0,1.5
11,8,6,11.6,1,0,1,0.7
11,8,7,12,22,0,22,0
11,8,8,12.6,84,0,84,1
11,8,9,13,254,27,239,2.6
11,8,10,14,468,137,368,2.6
11,8,11,16,678,294,427,2.6
11,8,12,18.2,936,623,355,2.6
11,8,13,20.4,1025,786,274,2.6
11,8,14,22.6,999,925,142,4.6
